track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
6,1401,16800,Car,-69.247314,15.016282,-7.651344,2.024045,2.882982,4.7,2.1
6,1403,16900,Car,-70.013138,15.218649,-7.661623,2.023488,2.883382,4.7,2.1
6,1405,17000,Car,-71.547859,15.623218,-7.68218,2.022376,2.884178,4.7,2.1
6,1407,17100,Car,-72.573288,15.892805,-7.695885,2.021634,2.884706,4.7,2.1
9,1065,0,Bike,-25.658587,-22.117281,0,0,0.723764,1,0.5
9,1067,100,Bike,-25.658587,-22.117281,0,0,0.728381,1,0.5
9,1069,200,Bike,-25.658587,-22.117281,0,0,0.786259,1,0.5
9,1071,300,Bike,-25.658587,-22.117281,0,0,0.896124,1,0.5
9,1073,400,Bike,-25.658587,-22.117281,0,0,-2.708136,1,0.5
9,1075,500,Bike,-25.658587,-22.117281,0,0,-2.570859,1,0.5
9,1077,600,Bike,-25.658587,-22.117281,0,0,-2.350677,1,0.5
9,1079,700,Bike,-25.658587,-22.117281,0,0,-2.368067,1,0.5
9,1081,800,Bike,-25.658587,-22.117281,0,0,-2.376075,1,0.5
9,1083,900,Bike,-25.658587,-22.117281,0,0,-2.396742,1,0.5
9,1085,1000,Bike,-25.658587,-22.117281,0,0,-2.486213,1,0.5
9,1087,1100,Bike,-25.658587,-22.117281,0,0,-2.485814,1,0.5
9,1089,1200,Bike,-25.658587,-22.117281,0,0,-2.496443,1,0.5
9,1091,1300,Bike,-25.658587,-22.117281,0,0,-2.424797,1,0.5
9,1093,1400,Bike,-25.658587,-22.117281,0,0,-2.336777,1,0.5
9,1095,1500,Bike,-25.658587,-22.117281,0,0,-2.254859,1,0.5
